page,line,token,text,x0,x1,mid_x,band,phase,label_key,used_axis,reassigned_from,wrap_affinity
8,14,,Account,36.75,73.52269744873047,55.136348724365234,label,validate_anchor_row_relaxed,,x0,,
8,14,0,Account,36.75,73.52269744873047,55.136348724365234,label,anchor,account_number_display,x0,,
8,14,,#,75.861328125,81.66632843017578,78.76382827758789,label,validate_anchor_row_relaxed,,x0,,
8,14,1,#,75.861328125,81.66632843017578,78.76382827758789,label,anchor,account_number_display,x0,,
8,14,,596200*******,172.875,238.3904266357422,205.6327133178711,tu,validate_anchor_row_relaxed,,x0,,
8,14,2,596200*******,172.875,238.3904266357422,205.6327133178711,tu,anchor,account_number_display,x0,,
8,14,,596200*******,309.0,374.51544189453125,341.7577209472656,xp,validate_anchor_row_relaxed,,x0,,
8,14,3,596200*******,309.0,374.51544189453125,341.7577209472656,xp,anchor,account_number_display,x0,,
8,14,,596200*******,445.125,510.64044189453125,477.8827209472656,eq,validate_anchor_row_relaxed,,x0,,
8,14,4,596200*******,445.125,510.64044189453125,477.8827209472656,eq,anchor,account_number_display,x0,,
8,14,,Account,36.75,73.52269744873047,55.136348724365234,label,band,,x0,,
8,14,,#,75.861328125,81.66632843017578,78.76382827758789,label,band,,x0,,
8,14,,596200*******,172.875,238.3904266357422,205.6327133178711,tu,band,,x0,,
8,14,,596200*******,309.0,374.51544189453125,341.7577209472656,xp,band,,x0,,
8,14,,596200*******,445.125,510.64044189453125,477.8827209472656,eq,band,,x0,,
8,14,,#,75.861328125,81.66632843017578,78.76382827758789,label,in_label_band,,x0,,
8,14,0,Account,36.75,73.52269744873047,55.136348724365234,label,labeled,account_number_display,x0,,
8,14,1,#,75.861328125,81.66632843017578,78.76382827758789,label,labeled,account_number_display,x0,,
8,14,2,596200*******,172.875,238.3904266357422,205.6327133178711,tu,labeled,account_number_display,x0,,
8,14,3,596200*******,309.0,374.51544189453125,341.7577209472656,xp,labeled,account_number_display,x0,,
8,14,4,596200*******,445.125,510.64044189453125,477.8827209472656,eq,labeled,account_number_display,x0,,
8,15,,High,36.75,57.380287170410156,47.06514358520508,label,heading_check,,x0,,
8,15,,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,heading_check,,x0,,
8,15,,"$400,000",172.875,210.7618408203125,191.81842041015625,tu,heading_check,,x0,,
8,15,,High,36.75,57.380287170410156,47.06514358520508,label,band,,x0,,
8,15,,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,band,,x0,,
8,15,,"$400,000",172.875,210.7618408203125,191.81842041015625,tu,band,,x0,,
8,15,,"$400,000",309.0,346.8868408203125,327.94342041015625,xp,band,,x0,,
8,15,,"$400,000",445.125,483.0118408203125,464.06842041015625,eq,band,,x0,,
8,15,0,High,36.75,57.380287170410156,47.06514358520508,label,labeled,high_balance,x0,,
8,15,1,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,labeled,high_balance,x0,,
8,15,2,"$400,000",172.875,210.7618408203125,191.81842041015625,tu,labeled,high_balance,x0,,
8,15,3,"$400,000",309.0,346.8868408203125,327.94342041015625,xp,labeled,high_balance,x0,,
8,15,4,"$400,000",445.125,483.0118408203125,464.06842041015625,eq,labeled,high_balance,x0,,
8,16,,Last,36.75,55.65013885498047,46.200069427490234,label,heading_check,,x0,,
8,16,,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,heading_check,,x0,,
8,16,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,heading_check,,x0,,
8,16,,Last,36.75,55.65013885498047,46.200069427490234,label,band,,x0,,
8,16,,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,band,,x0,,
8,16,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,band,,x0,,
8,16,,--,309.0,314.7850036621094,311.8925018310547,xp,band,,x0,,
8,16,,--,445.125,450.9100036621094,448.0175018310547,eq,band,,x0,,
8,16,0,Last,36.75,55.65013885498047,46.200069427490234,label,labeled,last_verified,x0,,
8,16,1,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,labeled,last_verified,x0,,
8,16,2,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,labeled,last_verified,x0,,
8,16,3,--,309.0,314.7850036621094,311.8925018310547,xp,labeled,last_verified,x0,,
8,16,4,--,445.125,450.9100036621094,448.0175018310547,eq,labeled,last_verified,x0,,
8,17,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
8,17,,of,60.41015625,69.46542358398438,64.93778991699219,label,heading_check,,x0,,
8,17,,Last,71.80517578125,90.70531463623047,81.25524520874023,label,heading_check,,x0,,
8,17,,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,heading_check,,x0,,
8,17,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,heading_check,,x0,,
8,17,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
8,17,,of,60.41015625,69.46542358398438,64.93778991699219,label,band,,x0,,
8,17,,Last,71.80517578125,90.70531463623047,81.25524520874023,label,band,,x0,,
8,17,,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,band,,x0,,
8,17,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,band,,x0,,
8,17,,1.6.2018,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
8,17,,1.6.2018,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
8,17,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_of_last_activity,x0,,
8,17,1,of,60.41015625,69.46542358398438,64.93778991699219,label,labeled,date_of_last_activity,x0,,
8,17,2,Last,71.80517578125,90.70531463623047,81.25524520874023,label,labeled,date_of_last_activity,x0,,
8,17,3,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,labeled,date_of_last_activity,x0,,
8,17,4,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,labeled,date_of_last_activity,x0,,
8,17,5,1.6.2018,309.0,344.1051025390625,326.55255126953125,xp,labeled,date_of_last_activity,x0,,
8,17,6,1.6.2018,445.125,480.2301025390625,462.67755126953125,eq,labeled,date_of_last_activity,x0,,
8,18,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
8,18,,Reported:,60.41015625,104.50787353515625,82.45901489257812,label,heading_check,,x0,,
8,18,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,heading_check,,x0,,
8,18,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
8,18,,Reported:,60.41015625,104.50787353515625,82.45901489257812,label,band,,x0,,
8,18,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,band,,x0,,
8,18,,1.6.2018,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
8,18,,1.6.2018,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
8,18,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_reported,x0,,
8,18,1,Reported:,60.41015625,104.50787353515625,82.45901489257812,label,labeled,date_reported,x0,,
8,18,2,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,labeled,date_reported,x0,,
8,18,3,1.6.2018,309.0,344.1051025390625,326.55255126953125,xp,labeled,date_reported,x0,,
8,18,4,1.6.2018,445.125,480.2301025390625,462.67755126953125,eq,labeled,date_reported,x0,,
8,19,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
8,19,,Opened:,60.41015625,98.07867431640625,79.24441528320312,label,heading_check,,x0,,
8,19,,30.9.2013,172.875,213.1173095703125,192.99615478515625,tu,heading_check,,x0,,
8,19,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
8,19,,Opened:,60.41015625,98.07867431640625,79.24441528320312,label,band,,x0,,
8,19,,30.9.2013,172.875,213.1173095703125,192.99615478515625,tu,band,,x0,,
8,19,,1.9.2013,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
8,19,,1.9.2013,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
8,19,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_opened,x0,,
8,19,1,Opened:,60.41015625,98.07867431640625,79.24441528320312,label,labeled,date_opened,x0,,
8,19,2,30.9.2013,172.875,213.1173095703125,192.99615478515625,tu,labeled,date_opened,x0,,
8,19,3,1.9.2013,309.0,344.1051025390625,326.55255126953125,xp,labeled,date_opened,x0,,
8,19,4,1.9.2013,445.125,480.2301025390625,462.67755126953125,eq,labeled,date_opened,x0,,
8,20,,Balance,36.75,72.26800537109375,54.509002685546875,label,heading_check,,x0,,
8,20,,Owed:,74.61328125,103.05767822265625,88.83547973632812,label,heading_check,,x0,,
8,20,,$0,172.875,183.1422119140625,178.00860595703125,tu,heading_check,,x0,,
8,20,,Balance,36.75,72.26800537109375,54.509002685546875,label,band,,x0,,
8,20,,Owed:,74.61328125,103.05767822265625,88.83547973632812,label,band,,x0,,
8,20,,$0,172.875,183.1422119140625,178.00860595703125,tu,band,,x0,,
8,20,,$0,309.0,319.2672119140625,314.13360595703125,xp,band,,x0,,
8,20,,$0,445.125,455.3922119140625,450.25860595703125,eq,band,,x0,,
8,20,0,Balance,36.75,72.26800537109375,54.509002685546875,label,labeled,balance_owed,x0,,
8,20,1,Owed:,74.61328125,103.05767822265625,88.83547973632812,label,labeled,balance_owed,x0,,
8,20,2,$0,172.875,183.1422119140625,178.00860595703125,tu,labeled,balance_owed,x0,,
8,20,3,$0,309.0,319.2672119140625,314.13360595703125,xp,labeled,balance_owed,x0,,
8,20,4,$0,445.125,455.3922119140625,450.25860595703125,eq,labeled,balance_owed,x0,,
8,21,,Closed,36.75,66.28273010253906,51.51636505126953,label,heading_check,,x0,,
8,21,,Date:,68.6279296875,92.51519775390625,80.57156372070312,label,heading_check,,x0,,
8,21,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,heading_check,,x0,,
8,21,,Closed,36.75,66.28273010253906,51.51636505126953,label,band,,x0,,
8,21,,Date:,68.6279296875,92.51519775390625,80.57156372070312,label,band,,x0,,
8,21,,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,band,,x0,,
8,21,,--,309.0,314.7850036621094,311.8925018310547,xp,band,,x0,,
8,21,,--,445.125,450.9100036621094,448.0175018310547,eq,band,,x0,,
8,21,0,Closed,36.75,66.28273010253906,51.51636505126953,label,labeled,closed_date,x0,,
8,21,1,Date:,68.6279296875,92.51519775390625,80.57156372070312,label,labeled,closed_date,x0,,
8,21,2,1.6.2018,172.875,207.9801025390625,190.42755126953125,tu,labeled,closed_date,x0,,
8,21,3,--,309.0,314.7850036621094,311.8925018310547,xp,labeled,closed_date,x0,,
8,21,4,--,445.125,450.9100036621094,448.0175018310547,eq,labeled,closed_date,x0,,
8,22,,Account,36.75,73.52269744873047,55.136348724365234,label,heading_check,,x0,,
